New 32byte val;New 32byte 2nd val;Player Id;Weight;Height;Nacionalized;Nation;Early_cross;def_prowess;Clearing;Low_pass;place_kicking;Goal_celeb;LB;coverage;catching;Jump;Header;Ball_control;GK;GoalKeeping;Reflexes;Finishing;Ball_winning;Speed;Penalty_kick;Kicking_power;Dribling;Explosive_power;Stamina;Swerve;Pink_2;Age;Lofted_pass;Physical Contact;Body_Balance;Attacking_Prowess;Weak_foot_use;DMF;ulti_nuevo;Running_arm_mov;Dribling_arm_mov;Corner_kick;FORM;Position;Free_kick;Playing_Style;Pinpoint Crossing;Sombrero;Runing_Hutching;SS;Blue_2;RWF;LMF;RB;LWF;CF;CB;Dribling_hutching;AMF;Weak_foot_acc;RMF;Injury_res;CMF;COM Speeding Bullet;Scotch Move;GK Long Throw;Long Throw;Scissors Feint;Track Back;Super-sub;Rabona;Acrobatic Finishing;Stronger Foot;Knuckle Shot;First-time Shot;COM Incisive Run;CHECK22;Hidden Player;COM Long Ranger ;One-touch Pass;Heel Trick;UNK 27;Man Marking;UNK29; Marseille Turn; Heading;Outside Curler;Captaincy;Malicia;Low Punt Trajectory;COM Trickster;Low Lofted Pass;Fighting Spirit;Flip Flap;Weighted Pass;CHECK3;CHECK4;COM Mazing Run;Acrobatic Clear;COM Long Ball Expert;Cut Behind & Turn; Long Range Drive;Shirt_name;Name
0;0;1664;70;184;0;151;0;73;75;57;48;8;0;78;75;71;60;54;2;80;78;54;54;64;1;75;53;65;58;67;0;40;78;77;60;40;1;0;2;1;1;1;5;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUTRON;L. BUTRÓN
2191;0;1680;75;175;0;147;0;75;40;68;57;58;1;40;40;74;70;64;0;40;40;50;74;70;3;74;62;68;84;57;1;37;66;80;71;60;3;1;4;1;8;1;6;1;1;0;0;0;1;0;0;0;0;2;0;0;2;1;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;ALVAREZ;C. ÁLVAREZ
0;0;1697;82;191;236;150;0;55;40;68;62;120;0;40;40;79;83;78;0;40;40;81;54;72;3;77;74;71;71;64;0;36;66;81;73;81;3;0;4;2;3;2;4;12;13;13;0;0;1;1;2;0;0;0;0;2;0;3;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SANTA CRUZ;R. SANTA CRUZ
0;0;1700;76;180;0;150;0;81;40;72;65;4;2;40;40;74;81;69;0;40;40;62;84;73;1;80;63;67;75;56;0;37;73;84;60;56;3;0;2;1;1;1;5;1;9;0;0;0;1;0;0;0;0;2;0;0;2;1;0;3;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DA SILVA;P. DA SILVA
1238;0;1738;79;182;0;144;0;51;40;84;82;1;0;40;40;62;64;83;0;40;40;63;50;60;1;84;73;57;55;77;2;42;82;76;75;66;2;2;3;3;8;5;3;5;16;5;0;0;1;0;2;0;0;0;0;0;0;1;2;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;J. VERON;J. VERÓN
104;0;1934;90;193;0;204;0;56;79;59;45;54;0;78;75;74;70;51;2;78;75;46;45;60;1;69;49;58;60;46;1;38;62;70;70;47;2;0;3;1;1;1;5;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;ROBINSON;P. ROBINSON
105;0;1938;74;188;0;204;0;80;40;89;62;97;0;40;40;77;74;80;0;40;40;68;78;65;1;80;73;62;77;66;0;36;87;69;75;68;3;2;5;3;5;1;6;4;6;15;0;0;1;0;0;0;0;0;0;0;2;1;0;3;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;CARRICK;M. CARRICK
0;0;1951;84;185;0;214;0;57;81;58;50;55;0;78;81;78;60;54;2;85;79;44;42;64;1;72;43;60;50;50;0;41;53;70;64;43;2;0;5;1;1;1;5;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GIVEN;S. GIVEN
0;0;2214;72;178;0;210;0;62;40;80;78;49;0;40;40;78;66;77;0;40;40;74;56;81;1;79;79;79;83;75;1;21;75;75;78;77;2;0;5;1;3;3;5;8;9;6;0;0;2;1;0;1;0;0;1;0;0;1;2;3;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RICKEN;L. RICKEN
139;0;2315;81;182;215;144;0;79;40;69;50;2;2;40;40;82;84;67;0;40;40;58;85;67;1;72;66;68;72;60;1;36;74;85;60;55;2;1;5;1;1;1;6;1;1;0;0;0;1;0;0;0;0;2;0;0;2;1;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;BURDISSO;N. BURDISSO
0;0;2453;70;164;0;144;0;42;40;92;96;15;0;40;40;80;84;98;0;40;40;96;44;82;1;82;99;93;74;95;2;27;88;78;97;94;2;0;7;3;4;6;7;11;3;5;0;0;2;2;2;0;0;0;0;1;0;3;2;3;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;1;0;0;0;1;MARADONA;D. MARADONA
0;0;2489;74;185;0;13;0;70;81;60;45;0;0;79;83;80;60;59;2;82;80;50;48;74;1;81;58;76;60;47;1;34;67;79;62;42;2;0;3;1;1;6;6;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;KAWASHIMA;E. KAWASHIMA
108;0;2506;92;188;0;236;0;69;85;77;55;0;0;90;88;84;60;73;2;88;93;51;56;69;1;85;67;74;67;68;1;35;82;85;75;50;2;0;5;1;1;1;4;0;1;16;0;0;1;0;2;0;0;0;0;0;0;1;0;3;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;REINA;PEPE REINA
124;0;2542;80;183;0;215;0;80;40;74;58;90;2;40;40;76;77;74;0;40;40;56;82;74;1;73;71;73;77;64;0;36;73;79;68;62;3;0;4;1;1;1;5;1;1;10;0;0;1;0;0;0;1;0;0;0;2;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MORETTI;E. MORETTI
102;0;2560;90;187;0;204;0;90;40;70;58;90;0;40;40;79;91;66;0;40;40;48;88;61;1;72;55;58;73;56;0;37;63;90;77;62;2;1;7;1;1;1;6;1;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TERRY;J. TERRY
274;0;2585;73;176;224;146;1;75;40;82;55;24;2;40;40;72;65;84;0;40;40;62;76;72;1;74;78;76;73;83;0;36;80;70;73;75;1;0;6;8;1;6;6;2;16;11;1;1;1;0;0;0;1;1;1;0;0;3;0;3;1;3;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;MAXWELL;MAXWELL
1702;0;2586;95;195;198;237;0;48;40;85;80;123;0;40;40;78;82;92;0;40;40;90;50;74;3;95;88;70;74;82;2;36;82;95;75;90;3;0;7;3;1;6;5;12;11;3;0;0;3;2;0;0;0;0;0;2;0;3;2;4;0;2;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;IBRAHIMOVIC;Z. IBRAHIMOVIC
138;0;2634;87;188;215;144;0;63;74;56;45;49;0;76;75;75;60;53;2;80;81;45;43;72;3;76;55;76;69;45;0;37;69;82;62;56;3;0;2;1;3;1;4;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;COSTANZO;F. COSTANZO
0;0;2660;79;186;0;197;0;78;40;76;68;0;0;40;40;70;77;70;0;40;40;59;75;58;1;76;62;50;79;67;0;41;73;78;60;65;2;2;4;1;1;1;7;4;1;15;0;0;1;0;0;0;0;0;0;0;2;1;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SIMONS;T. SIMONS
139;0;2753;65;167;0;144;0;70;40;67;60;120;2;40;40;76;70;70;0;40;40;68;60;79;1;79;73;77;76;64;1;36;71;70;74;68;2;0;4;1;1;1;6;2;1;11;0;0;1;0;0;0;2;2;0;0;0;1;0;3;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C. RODRIGUEZ;C. RODRÍGUEZ
0;0;2843;78;184;0;241;0;52;40;72;60;48;0;40;40;83;85;81;0;40;40;94;46;78;1;81;86;78;76;58;1;23;67;80;70;91;2;0;6;4;4;1;7;12;1;3;0;0;1;1;2;0;0;0;0;2;0;3;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IAN RUSH;IAN RUSH
112;0;2951;75;174;208;83;0;56;40;76;68;56;0;40;40;80;74;77;0;40;40;71;46;76;1;78;76;75;78;69;0;35;70;74;72;76;3;0;2;4;1;2;6;12;1;1;0;0;1;1;1;2;0;0;1;2;0;1;0;2;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S. CAMARA;S. CAMARA
218;0;3191;90;196;0;202;0;53;89;65;60;99;0;95;97;61;70;62;2;96;97;42;43;60;1;71;42;59;60;43;0;35;63;75;59;43;2;0;6;1;1;1;5;0;1;0;0;0;1;0;1;0;0;0;0;0;0;2;0;2;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;CECH;P. CECH
413;0;3200;86;186;208;50;0;56;84;55;50;2;0;87;85;87;60;56;2;86;87;40;53;62;1;78;52;65;69;64;0;33;72;70;64;40;2;0;4;1;1;1;5;0;1;16;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;KAMENI;C. KAMENI
116;0;3222;92;197;0;224;0;67;85;55;51;101;0;75;83;84;71;51;2;87;84;44;42;62;1;81;48;59;65;44;0;35;60;87;62;41;2;0;4;1;1;1;6;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;STEKELENBURG;M. STEKELENBURG
139;0;3272;80;186;236;144;0;52;80;53;51;72;0;88;83;75;60;50;2;86;89;41;42;64;1;73;42;59;59;53;0;36;58;81;65;40;2;0;4;1;1;1;4;0;1;16;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CABALLERO;W. CABALLERO
0;0;3275;73;178;0;13;0;79;40;72;67;41;1;40;40;77;75;70;0;40;40;67;77;68;1;65;69;69;76;65;1;34;69;78;60;68;2;2;2;1;3;2;7;4;5;9;0;0;1;0;0;0;0;1;0;0;2;1;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KONNO;Y. KONNO
0;0;3305;72;177;0;13;0;78;40;78;71;71;0;40;40;73;75;79;0;40;40;73;72;78;1;72;76;78;83;71;0;33;77;79;67;73;3;2;3;1;1;4;7;4;1;0;0;0;1;0;0;0;0;2;0;0;1;1;1;3;2;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HASEBE;M. HASEBE
100;0;3498;75;191;0;214;0;86;40;70;55;13;1;40;40;77;79;74;0;40;40;48;85;58;1;74;65;56;70;66;1;36;71;80;68;66;2;1;4;1;1;1;4;1;1;0;0;0;1;0;2;0;0;1;0;0;2;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;O SHEA;J. O'SHEA
105;0;3522;65;171;0;204;0;45;40;68;66;0;0;40;40;74;69;80;0;40;40;85;41;77;1;86;78;79;72;63;0;35;62;65;86;87;4;0;5;1;1;1;6;12;1;3;0;0;2;2;0;1;1;0;1;2;0;1;0;4;0;3;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DEFOE;J. DEFOE
109;0;3544;73;185;0;236;0;75;40;72;67;8;1;40;40;71;76;67;0;40;40;62;76;70;1;72;63;71;73;62;2;36;67;79;63;66;1;2;3;3;1;1;5;4;1;9;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BORJA F.F.;BORJA FERNÁNDEZ
112;0;3561;80;185;0;208;0;78;40;72;51;8;0;40;40;79;80;67;0;40;40;47;79;65;1;68;60;64;70;56;1;37;66;79;62;62;2;0;3;3;4;1;4;1;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SQUILLACI;S. SQUILLACI
0;0;3579;69;170;0;87;0;60;40;78;69;6;0;40;40;70;60;78;0;40;40;67;64;66;1;73;81;72;68;74;2;35;74;65;80;71;2;0;4;3;1;1;5;9;1;0;0;0;2;0;0;1;2;0;2;0;0;1;2;2;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;PIENAAR;S. PIENAAR
117;0;3581;83;177;0;224;0;77;40;67;55;48;0;40;40;72;78;65;0;40;40;56;77;62;1;67;61;60;72;63;1;34;64;85;69;55;3;0;3;1;1;1;4;1;1;0;0;0;1;0;0;0;0;1;0;0;2;3;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOOVENS;G. LOOVENS
117;0;3582;71;183;0;224;0;49;40;80;82;1;0;40;40;67;77;82;0;40;40;80;47;65;1;86;84;69;69;85;1;34;79;74;76;82;2;0;7;2;2;2;5;12;13;3;0;0;1;2;0;2;0;0;2;2;0;1;1;2;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;V. PERSIE;R. VAN PERSIE
0;0;3596;77;177;0;215;0;68;40;72;74;70;0;40;40;68;70;70;0;40;40;65;74;67;1;77;67;67;70;68;2;36;75;76;74;66;2;2;4;1;1;1;6;4;1;9;0;0;1;0;0;0;0;0;0;0;2;1;1;2;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;PALOMBO;A. PALOMBO
125;0;3603;83;184;0;215;0;84;40;82;69;51;0;40;40;78;86;78;0;40;40;73;88;69;1;81;70;69;84;66;2;34;82;86;84;70;3;2;7;1;1;5;6;4;11;8;0;0;1;0;0;0;0;0;0;0;2;1;0;3;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;DE ROSSI;D. DE ROSSI
125;0;3604;70;184;0;215;0;61;40;83;76;2;0;40;40;67;67;82;0;40;40;64;60;66;1;80;74;66;72;78;1;33;82;71;70;68;3;2;5;4;4;6;4;5;7;5;0;0;1;0;2;0;0;0;0;0;0;3;2;3;0;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;AQUILANI;A. AQUILANI
125;0;3605;79;181;0;215;0;78;40;75;76;0;2;40;40;74;74;66;0;40;40;61;75;69;1;76;66;68;76;75;0;34;75;78;64;60;1;0;2;1;1;1;4;1;1;0;0;0;1;0;0;0;0;2;0;0;2;1;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BOVO;C. BOVO
125;0;3606;75;177;0;215;0;56;40;74;73;0;1;40;40;71;68;77;0;40;40;69;60;73;1;75;76;73;73;77;1;34;71;64;75;72;3;0;3;1;1;1;4;10;1;6;1;0;2;2;2;2;2;2;2;1;0;1;1;3;2;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PEPE;S. PEPE
413;0;3613;79;190;83;208;0;78;40;73;51;69;0;40;40;75;76;72;0;40;40;61;79;64;1;78;69;64;67;59;0;36;70;77;73;67;2;2;4;1;5;1;5;4;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DIARRA;A. DIARRA
138;0;3673;78;186;215;144;0;59;82;54;51;0;0;82;79;83;61;52;2;77;81;44;42;66;1;84;53;69;64;44;1;35;71;80;66;40;2;0;3;1;1;1;4;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;POROTO LUX;G. LUX
1240;0;3681;78;177;236;144;0;80;40;81;72;16;0;40;40;77;73;73;0;40;40;75;79;61;1;77;66;63;68;67;0;37;73;76;75;79;3;2;6;1;1;4;7;4;3;0;1;0;1;0;0;0;0;0;0;0;1;1;0;4;1;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CAMBIASSO;E. CAMBIASSO
138;0;3682;80;185;215;144;0;82;40;74;56;13;0;40;40;79;83;71;0;40;40;50;80;60;1;74;62;58;75;62;2;37;75;86;67;57;2;1;5;8;8;1;6;1;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;DEMICHELIS;M. DEMICHELIS
138;0;3684;78;176;0;144;0;75;40;71;67;55;0;40;40;79;71;74;0;40;40;68;58;78;1;81;72;76;82;69;1;37;72;77;62;64;4;0;3;1;1;1;7;1;1;0;0;0;1;0;2;0;0;1;0;0;2;1;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GANDOLFI;J. GANDOLFI
0;0;3688;73;175;0;144;0;48;40;81;79;0;0;40;40;66;63;81;0;40;40;75;53;68;1;77;80;68;65;80;0;36;75;66;73;75;3;0;3;2;2;1;6;8;6;14;0;0;1;2;2;1;0;0;1;1;0;3;2;2;1;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;DOMINGUEZ;A. DOMÍNGUEZ
